Country Code,Income Group,Country Name,Series Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
CAN,High income,Canada,Merchandise imports (current US$),6073000000.0,6062000000.0,6220000000.0,6445000000.0,7402000000.0,8622000000.0,10062000000.0,10819000000.0,12280000000.0,14019000000.0,14286000000.0,16472000000.0,20038000000.0,24713000000.0,34248000000.0,36107000000.0,40243000000.0,42083000000.0,46278000000.0,56642000000.0,62544000000.0,70010000000.0,58128000000.0,64789000000.0,77789000000.0,80640000000.0,85494000000.0,92593000000.0,112711000000.0,119792000000.0,123244000000.0,124782000000.0,129262000000.0,139035000000.0,155072000000.0,168426000000.0,175158000000.0,200873000000.0,206066000000.0,220183000000.0,244786000000.0,227291000000.0,227499000000.0,245021000000.0,279931000000.0,322411000000.0,359000000000.0,390188000000.0,419011000000.0,329907000000.0,402690000000.0,463640000000.0,476296000000.0,475777000000.0,475319000000.0,430124000000.0,412940000000.0,443651000000.0,469106000000.0,462672000000.0,420094000000.0,504017000000.0
CYM,High income,Cayman Islands,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172000000.0,1048000000.0,1054000000.0,1130000000.0,936000000.0,872000000.0,962000000.0,960000000.0,980000000.0,1023000000.0,986000000.0,1023000000.0,1098000000.0,1251000000.0,1428000000.0,1337000000.0,1538000000.0
CAF,Low income,Central African Republic,Merchandise imports (current US$),20000000.0,22000000.0,25000000.0,26000000.0,30000000.0,27000000.0,35000000.0,44000000.0,40000000.0,38000000.0,34000000.0,33000000.0,34000000.0,52000000.0,46000000.0,69000000.0,55000000.0,63000000.0,57000000.0,70000000.0,81000000.0,95000000.0,123000000.0,77000000.0,87000000.0,113000000.0,167000000.0,204000000.0,201000000.0,150000000.0,154000000.0,92000000.0,145000000.0,125000000.0,139000000.0,175000000.0,141000000.0,141000000.0,146000000.0,131000000.0,117000000.0,107000000.0,120000000.0,118000000.0,151000000.0,175000000.0,203000000.0,249000000.0,300000000.0,270000000.0,300000000.0,310000000.0,323000000.0,213000000.0,406000000.0,346000000.0,399000000.0,488000000.0,606000000.0,603000000.0,593000000.0,590000000.0
TCD,Low income,Chad,Merchandise imports (current US$),25000000.0,25000000.0,29000000.0,29000000.0,35000000.0,31000000.0,32000000.0,59000000.0,54000000.0,54000000.0,62000000.0,62000000.0,62000000.0,82000000.0,87000000.0,133000000.0,116000000.0,189000000.0,217000000.0,85000000.0,74000000.0,108000000.0,109000000.0,157000000.0,181000000.0,166000000.0,212000000.0,226000000.0,228000000.0,240000000.0,285000000.0,249000000.0,243000000.0,200000000.0,177000000.0,365000000.0,332000000.0,334000000.0,356000000.0,316000000.0,317000000.0,679000000.0,1646000000.0,790000000.0,953000000.0,950000000.0,1350000000.0,1800000000.0,2000000000.0,2000000000.0,2400000000.0,3300000000.0,2800000000.0,3000000000.0,4400000000.0,3700000000.0,2465000000.0,1851000000.0,3173000000.0,2694000000.0,2645000000.0,2745000000.0
CHI,High income,Channel Islands,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,High income,Chile,Merchandise imports (current US$),625000000.0,711000000.0,680000000.0,663000000.0,723000000.0,718000000.0,892000000.0,819000000.0,852000000.0,1028000000.0,1063000000.0,1109000000.0,1086000000.0,1290000000.0,2148000000.0,1525000000.0,1864000000.0,2539000000.0,3408000000.0,4808000000.0,5797000000.0,7181000000.0,3989000000.0,3085000000.0,3574000000.0,3072000000.0,3436000000.0,4396000000.0,5292000000.0,7233000000.0,7940000000.0,8171000000.0,10183000000.0,11133000000.0,11820000000.0,15898000000.0,19199000000.0,20822000000.0,19882000000.0,15987000000.0,18507000000.0,17429000000.0,17091000000.0,19322000000.0,24794000000.0,32735000000.0,38406000000.0,47164000000.0,62787000000.0,42806000000.0,59207000000.0,74695000000.0,80073000000.0,79353000000.0,72852000000.0,62388000000.0,59376000000.0,65230000000.0,74612000000.0,69855000000.0,59212000000.0,92197000000.0
CHN,Upper middle income,China,Merchandise imports (current US$),2648000000.0,1747000000.0,1373000000.0,1450000000.0,1710000000.0,2246000000.0,2482000000.0,2169000000.0,2068000000.0,1917000000.0,2279000000.0,2129000000.0,2851000000.0,5208000000.0,7791000000.0,7926000000.0,6660000000.0,7148000000.0,11131000000.0,15621000000.0,19941000000.0,22014000000.0,19285000000.0,21390000000.0,27410000000.0,42252000000.0,42904000000.0,43216000000.0,55268000000.0,59142000000.0,53345000000.0,63791000000.0,80585000000.0,103959000000.0,115615000000.0,132084000000.0,138833000000.0,142370000000.0,140237000000.0,165699000000.0,225094000000.0,243553000000.0,295170000000.0,412760000000.0,561229000000.0,659953000000.0,791461000000.0,956116000000.0,1132567000000.0,1005923000000.0,1396247000000.0,1743484000000.0,1818405000000.0,1949990000000.0,1959233000000.0,1679566000000.0,1587925000000.0,1843792000000.0,2135748000000.0,2078386000000.0,2065964000000.0,2688634000000.0
COL,Upper middle income,Colombia,Merchandise imports (current US$),517000000.0,557000000.0,541000000.0,508000000.0,586000000.0,454000000.0,675000000.0,497000000.0,643000000.0,685000000.0,843000000.0,929000000.0,859000000.0,1062000000.0,1597000000.0,1495000000.0,1662000000.0,1880000000.0,2971000000.0,3364000000.0,4739000000.0,5201000000.0,5480000000.0,4963000000.0,4498000000.0,4141000000.0,3862000000.0,4322000000.0,5002000000.0,5004000000.0,5589000000.0,4959000000.0,6579000000.0,9832000000.0,11883000000.0,13853000000.0,13684000000.0,15378000000.0,14635000000.0,10659000000.0,11539000000.0,12834000000.0,12711000000.0,13889000000.0,16746000000.0,21204000000.0,26162000000.0,32897000000.0,39669000000.0,32898000000.0,40486000000.0,54233000000.0,59048000000.0,59397000000.0,64029000000.0,54058000000.0,44889000000.0,46076000000.0,51233000000.0,52703000000.0,43489000000.0,61101000000.0
COM,Lower middle income,Comoros,Merchandise imports (current US$),4000000.0,4000000.0,4000000.0,5000000.0,6000000.0,7000000.0,7000000.0,7000000.0,7000000.0,8000000.0,9000000.0,10000000.0,12000000.0,15000000.0,26000000.0,23000000.0,13000000.0,16000000.0,19000000.0,29000000.0,29000000.0,32000000.0,33000000.0,34000000.0,43000000.0,36000000.0,37000000.0,52000000.0,53000000.0,43000000.0,52000000.0,58000000.0,69000000.0,59000000.0,53000000.0,63000000.0,57000000.0,55000000.0,54000000.0,55000000.0,43000000.0,51000000.0,53000000.0,70000000.0,86000000.0,99000000.0,115000000.0,138000000.0,180000000.0,210000000.0,233000000.0,277000000.0,273000000.0,284000000.0,278000000.0,214000000.0,219000000.0,253000000.0,243000000.0,265000000.0,280000000.0,328000000.0
COD,Low income,Congo Dem. Rep.,Merchandise imports (current US$),235000000.0,200000000.0,86000000.0,131000000.0,87000000.0,97000000.0,104000000.0,78000000.0,103000000.0,132000000.0,179000000.0,203000000.0,208000000.0,251000000.0,349000000.0,300000000.0,224000000.0,203000000.0,196000000.0,199000000.0,1519000000.0,1421000000.0,1297000000.0,1213000000.0,1176000000.0,1247000000.0,1283000000.0,1774000000.0,1610000000.0,1925000000.0,1739000000.0,1304000000.0,935000000.0,614000000.0,667000000.0,871000000.0,1089000000.0,770000000.0,1102000000.0,568000000.0,683000000.0,790000000.0,1081000000.0,1495000000.0,2051000000.0,2690000000.0,2892000000.0,3400000000.0,4300000000.0,3900000000.0,4500000000.0,5500000000.0,6100000000.0,6300000000.0,7087000000.0,8068000000.0,5492000000.0,5803000000.0,7930000000.0,8825000000.0,6663000000.0,10300000000.0
COG,Lower middle income,Congo Rep.,Merchandise imports (current US$),70000000.0,79000000.0,76000000.0,64000000.0,67000000.0,67000000.0,72000000.0,84000000.0,86000000.0,80000000.0,59000000.0,82000000.0,104000000.0,128000000.0,127000000.0,170000000.0,172000000.0,208000000.0,259000000.0,291000000.0,580000000.0,446000000.0,767000000.0,648000000.0,618000000.0,598000000.0,597000000.0,529000000.0,564000000.0,518000000.0,621000000.0,594000000.0,451000000.0,581000000.0,631000000.0,670000000.0,1551000000.0,926000000.0,680000000.0,821000000.0,465000000.0,682000000.0,675000000.0,831000000.0,969000000.0,1304000000.0,2013000000.0,3929000000.0,3540000000.0,4447000000.0,4369000000.0,7013000000.0,7349000000.0,8372000000.0,10099000000.0,10550000000.0,11270000000.0,4560000000.0,3486000000.0,2242000000.0,1908000000.0,2302000000.0
CRI,Upper middle income,Costa Rica,Merchandise imports (current US$),110000000.0,107000000.0,113000000.0,124000000.0,139000000.0,178000000.0,179000000.0,191000000.0,214000000.0,245000000.0,317000000.0,350000000.0,373000000.0,455000000.0,720000000.0,694000000.0,770000000.0,1021000000.0,1166000000.0,1397000000.0,1540000000.0,1209000000.0,889000000.0,988000000.0,1094000000.0,1098000000.0,1148000000.0,1383000000.0,1410000000.0,1717000000.0,1990000000.0,1877000000.0,2441000000.0,3515000000.0,3789000000.0,4090000000.0,4327000000.0,4970000000.0,6239000000.0,6355000000.0,6389000000.0,6569000000.0,7188000000.0,7663000000.0,8268000000.0,9824000000.0,11548000000.0,12952000000.0,15372000000.0,11395000000.0,13570000000.0,16220000000.0,17591000000.0,18127000000.0,17509000000.0,16273000000.0,15456000000.0,16796000000.0,18289000000.0,17573000000.0,14942000000.0,20728000000.0
CIV,Lower middle income,Cote d'Ivoire,Merchandise imports (current US$),131000000.0,169000000.0,156000000.0,170000000.0,235000000.0,236000000.0,254000000.0,264000000.0,307000000.0,333000000.0,388000000.0,400000000.0,454000000.0,710000000.0,969000000.0,1127000000.0,1296000000.0,1756000000.0,2326000000.0,2491000000.0,2967000000.0,2382000000.0,2180000000.0,1839000000.0,1496000000.0,1749000000.0,2055000000.0,2370000000.0,2079000000.0,2111000000.0,2097000000.0,2103000000.0,2352000000.0,2115000000.0,1917000000.0,2931000000.0,2902000000.0,2781000000.0,2991000000.0,2898000000.0,2482000000.0,2548000000.0,2599000000.0,3279000000.0,4715000000.0,5865000000.0,5820000000.0,6683000000.0,7884000000.0,6960000000.0,7849000000.0,6720000000.0,9770000000.0,12483000000.0,11178000000.0,9532000000.0,8404000000.0,9614000000.0,10970000000.0,10483000000.0,10650000000.0,14007000000.0
HRV,High income,Croatia,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000000.0,4666000000.0,5229000000.0,7352000000.0,7784000000.0,9101000000.0,8276000000.0,7799000000.0,7887000000.0,9147000000.0,10711000000.0,14209000000.0,16612000000.0,18599000000.0,21477000000.0,25617000000.0,30728000000.0,21123000000.0,20067000000.0,22663000000.0,20832000000.0,22022000000.0,22809000000.0,20571000000.0,21903000000.0,24829000000.0,28203000000.0,28160000000.0,26830000000.0,34588000000.0
CUB,Upper middle income,Cuba,Merchandise imports (current US$),638000000.0,703000000.0,759000000.0,867000000.0,1019000000.0,866000000.0,926000000.0,999000000.0,1102000000.0,1222000000.0,1311000000.0,1387000000.0,1292000000.0,1793000000.0,2648000000.0,3883000000.0,4066000000.0,4700000000.0,4780000000.0,5085000000.0,6505000000.0,6545000000.0,6637000000.0,7211000000.0,8167000000.0,7983000000.0,9173000000.0,7612000000.0,7579000000.0,7526000000.0,4600000000.0,2600000000.0,1500000000.0,1500000000.0,2055000000.0,2825000000.0,3205000000.0,3987000000.0,4197000000.0,4365000000.0,4843000000.0,4839000000.0,4176000000.0,4673000000.0,5615000000.0,8084000000.0,10258000000.0,10886000000.0,15373000000.0,9619000000.0,11496000000.0,14243000000.0,13869000000.0,14707000000.0,13037000000.0,11702000000.0,10270000000.0,10172000000.0,11484000000.0,9901000000.0,7230000000.0,8486000000.0
CUW,High income,Curacao,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130000000.0,2254000000.0,1906000000.0,1819000000.0,1532000000.0,1432000000.0,1469000000.0,1757000000.0,1461000000.0,1210000000.0,1206000000.0
CYP,High income,Cyprus,Merchandise imports (current US$),104000000.0,107000000.0,126000000.0,132000000.0,105000000.0,144000000.0,155000000.0,165000000.0,170000000.0,208000000.0,236000000.0,260000000.0,317000000.0,451000000.0,407000000.0,308000000.0,432000000.0,623000000.0,758000000.0,1010000000.0,1202000000.0,1166000000.0,1223000000.0,1219000000.0,1364000000.0,1247000000.0,1272000000.0,1484000000.0,1859000000.0,2288000000.0,2568000000.0,2620000000.0,3313000000.0,2533000000.0,3017000000.0,3690000000.0,3979000000.0,3655000000.0,3685000000.0,3618000000.0,3846000000.0,3923000000.0,4086000000.0,4466000000.0,5502000000.0,6316000000.0,6928000000.0,8615000000.0,10644000000.0,7835000000.0,8569000000.0,8678000000.0,7296000000.0,6314000000.0,7996000000.0,7023000000.0,7830000000.0,9231000000.0,10815000000.0,9127000000.0,8761000000.0,10168000000.0
CZE,High income,Czechia,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14615000000.0,17310000000.0,25085000000.0,27800000000.0,27105000000.0,28340000000.0,28463000000.0,31974000000.0,36297000000.0,40656000000.0,51728000000.0,69967000000.0,76512000000.0,93191000000.0,118169000000.0,142038000000.0,105048000000.0,126652000000.0,152125000000.0,141412000000.0,144259000000.0,154237000000.0,141364000000.0,143040000000.0,163352000000.0,184659000000.0,179039000000.0,171100000000.0,211508000000.0
DNK,High income,Denmark,Merchandise imports (current US$),1807000000.0,1873000000.0,2130000000.0,2129000000.0,2617000000.0,2823000000.0,3003000000.0,3153000000.0,3236000000.0,3813000000.0,4407000000.0,4608000000.0,5087000000.0,7802000000.0,9927000000.0,10368000000.0,12427000000.0,13265000000.0,14808000000.0,18401000000.0,19340000000.0,17580000000.0,16692000000.0,16266000000.0,16613000000.0,18245000000.0,22878000000.0,25499000000.0,27228000000.0,28015000000.0,33333000000.0,34190000000.0,35714000000.0,31309000000.0,36691000000.0,45939000000.0,45291000000.0,44902000000.0,46873000000.0,45753000000.0,45557000000.0,45322000000.0,50320000000.0,57429000000.0,68157000000.0,75581000000.0,85507000000.0,98027000000.0,109362000000.0,83133000000.0,83052000000.0,95663000000.0,91925000000.0,97348000000.0,99572000000.0,85623000000.0,85513000000.0,92957000000.0,102754000000.0,98184000000.0,98298000000.0,120307000000.0
DJI,Lower middle income,Djibouti,Merchandise imports (current US$),33000000.0,38000000.0,37000000.0,48000000.0,41000000.0,61000000.0,59000000.0,57000000.0,50000000.0,49000000.0,38000000.0,43000000.0,54000000.0,70000000.0,122000000.0,136000000.0,120000000.0,107000000.0,164000000.0,188000000.0,213000000.0,224000000.0,226000000.0,221000000.0,222000000.0,201000000.0,184000000.0,205000000.0,201000000.0,197000000.0,215000000.0,214000000.0,219000000.0,211000000.0,196000000.0,177000000.0,172000000.0,176000000.0,196000000.0,194000000.0,207000000.0,196000000.0,197000000.0,238000000.0,261000000.0,277000000.0,336000000.0,473000000.0,574000000.0,451000000.0,374000000.0,511000000.0,564000000.0,719000000.0,803000000.0,871000000.0,2327000000.0,3576000000.0,3603000000.0,4138000000.0,2911000000.0,4011000000.0
DMA,Upper middle income,Dominica,Merchandise imports (current US$),6000000.0,6000000.0,7000000.0,7000000.0,9000000.0,10000000.0,10000000.0,10000000.0,10000000.0,12000000.0,16000000.0,17000000.0,17000000.0,16000000.0,19000000.0,21000000.0,19000000.0,22000000.0,28000000.0,22000000.0,48000000.0,50000000.0,47000000.0,45000000.0,58000000.0,55000000.0,56000000.0,66000000.0,88000000.0,107000000.0,118000000.0,110000000.0,105000000.0,93000000.0,96000000.0,113000000.0,133000000.0,135000000.0,132000000.0,138000000.0,148000000.0,131000000.0,116000000.0,128000000.0,144000000.0,165000000.0,167000000.0,196000000.0,247000000.0,225000000.0,224000000.0,226000000.0,208000000.0,203000000.0,230000000.0,214000000.0,214000000.0,198000000.0,302000000.0,319000000.0,213000000.0,231000000.0
DOM,Upper middle income,Dominican Republic,Merchandise imports (current US$),100000000.0,80000000.0,148000000.0,184000000.0,221000000.0,97000000.0,181000000.0,197000000.0,222000000.0,246000000.0,304000000.0,358000000.0,388000000.0,489000000.0,808000000.0,889000000.0,878000000.0,975000000.0,987000000.0,1213000000.0,1964000000.0,1951000000.0,1693000000.0,1699000000.0,1645000000.0,1787000000.0,2009000000.0,2419000000.0,2630000000.0,3216000000.0,3006000000.0,3054000000.0,3859000000.0,4654000000.0,4903000000.0,5170000000.0,5727000000.0,6609000000.0,7597000000.0,8041000000.0,9479000000.0,8779000000.0,8838000000.0,7627000000.0,7888000000.0,9869000000.0,12174000000.0,13597000000.0,15993000000.0,12296000000.0,15489000000.0,17409000000.0,17739000000.0,16873000000.0,17273000000.0,16907000000.0,17399000000.0,17734000000.0,20197000000.0,20268000000.0,17105000000.0,24143000000.0
ECU,Upper middle income,Ecuador,Merchandise imports (current US$),114000000.0,107000000.0,97000000.0,128000000.0,151000000.0,165000000.0,174000000.0,214000000.0,255000000.0,242000000.0,274000000.0,340000000.0,319000000.0,397000000.0,678000000.0,987000000.0,958000000.0,1189000000.0,1505000000.0,1600000000.0,2253000000.0,2246000000.0,2169000000.0,1487000000.0,1616000000.0,1767000000.0,1810000000.0,2252000000.0,1714000000.0,1855000000.0,1862000000.0,2397000000.0,2501000000.0,2562000000.0,3690000000.0,4193000000.0,3935000000.0,4955000000.0,5576000000.0,3017000000.0,3721000000.0,5363000000.0,6431000000.0,6703000000.0,8226000000.0,10287000000.0,12114000000.0,13893000000.0,18852000000.0,15090000000.0,20591000000.0,24438000000.0,25477000000.0,27146000000.0,27726000000.0,21518000000.0,16324000000.0,20010000000.0,23177000000.0,22564000000.0,17918000000.0,25687000000.0
EGY,Lower middle income,Egypt Arab Rep.,Merchandise imports (current US$),668000000.0,700000000.0,743000000.0,916000000.0,953000000.0,934000000.0,1071000000.0,792000000.0,666000000.0,638000000.0,787000000.0,920000000.0,899000000.0,915000000.0,2351000000.0,3934000000.0,3807000000.0,4815000000.0,6727000000.0,3837000000.0,4860000000.0,8782000000.0,9078000000.0,10275000000.0,10766000000.0,11104000000.0,11502000000.0,16225000000.0,23298000000.0,18774000000.0,9216000000.0,7862000000.0,8245000000.0,8214000000.0,10185000000.0,11739000000.0,13019000000.0,13211000000.0,16166000000.0,16022000000.0,14578000000.0,13376000000.0,12770000000.0,12950000000.0,15950000000.0,22449000000.0,27300000000.0,37100000000.0,48382000000.0,44946000000.0,52923000000.0,58903000000.0,69200000000.0,66180000000.0,66786000000.0,63574000000.0,55789000000.0,61627000000.0,72000000000.0,70919000000.0,59843000000.0,83503000000.0
SLV,Lower middle income,El Salvador,Merchandise imports (current US$),123000000.0,109000000.0,125000000.0,152000000.0,191000000.0,201000000.0,221000000.0,224000000.0,214000000.0,208000000.0,214000000.0,249000000.0,272000000.0,377000000.0,562000000.0,614000000.0,735000000.0,929000000.0,1028000000.0,1037000000.0,966000000.0,986000000.0,857000000.0,891000000.0,977000000.0,961000000.0,935000000.0,994000000.0,1007000000.0,1161000000.0,1263000000.0,1516000000.0,1855000000.0,2145000000.0,2547000000.0,3329000000.0,3223000000.0,3739000000.0,3962000000.0,4095000000.0,4947000000.0,5027000000.0,5184000000.0,5754000000.0,6329000000.0,6690000000.0,7663000000.0,8821000000.0,9818000000.0,7325000000.0,8416000000.0,9965000000.0,10258000000.0,10772000000.0,10514000000.0,10293000000.0,9826000000.0,10572000000.0,11464000000.0,11602000000.0,10248000000.0,15076000000.0
GNQ,Upper middle income,Equatorial Guinea,Merchandise imports (current US$),16000000.0,19000000.0,24000000.0,18000000.0,23000000.0,26000000.0,28000000.0,32000000.0,32000000.0,33000000.0,24000000.0,28000000.0,27000000.0,27000000.0,15000000.0,20000000.0,4000000.0,10000000.0,9000000.0,19000000.0,26000000.0,27000000.0,31000000.0,19000000.0,18000000.0,20000000.0,52000000.0,58000000.0,61000000.0,51000000.0,61000000.0,67000000.0,56000000.0,59000000.0,37000000.0,121000000.0,292000000.0,358000000.0,317000000.0,425000000.0,451000000.0,813000000.0,507000000.0,908000000.0,1092000000.0,1310000000.0,2020000000.0,2767000000.0,3787000000.0,5597000000.0,5485000000.0,6972000000.0,7505000000.0,6104000000.0,5946000000.0,3525000000.0,2323000000.0,2842000000.0,3087000000.0,2283000000.0,1598000000.0,1900000000.0
ERI,Low income,Eritrea,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351000000.0,349000000.0,489000000.0,454000000.0,553000000.0,525000000.0,508000000.0,510000000.0,471000000.0,423000000.0,538000000.0,433000000.0,480000000.0,490000000.0,495000000.0,510000000.0,600000000.0,590000000.0,660000000.0,950000000.0,970000000.0,1040000000.0,1130000000.0,1020000000.0,957000000.0,1026000000.0,1065000000.0,1146000000.0,980000000.0,1154000000.0
EST,High income,Estonia,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412000000.0,895000000.0,1654000000.0,2546000000.0,3224000000.0,4437000000.0,4787000000.0,4109000000.0,5052000000.0,5230000000.0,5863000000.0,7967000000.0,8336000000.0,10238000000.0,13449000000.0,15677000000.0,16026000000.0,10140000000.0,12287000000.0,17459000000.0,18085000000.0,18464000000.0,18296000000.0,14521000000.0,14959000000.0,16674000000.0,19140000000.0,18025000000.0,17343000000.0,23609000000.0
SWZ,Lower middle income,Eswatini,Merchandise imports (current US$),17000000.0,20000000.0,22000000.0,26000000.0,27000000.0,37000000.0,34000000.0,49000000.0,48000000.0,50000000.0,60000000.0,67000000.0,69000000.0,96000000.0,138000000.0,178000000.0,200000000.0,182000000.0,311000000.0,435000000.0,623000000.0,594000000.0,526000000.0,551000000.0,447000000.0,324000000.0,352000000.0,435000000.0,516000000.0,583000000.0,663000000.0,718000000.0,866000000.0,873000000.0,927000000.0,1008000000.0,1062000000.0,1066000000.0,1083000000.0,1068000000.0,1046000000.0,1129000000.0,955000000.0,1519000000.0,1925000000.0,1890000000.0,1910000000.0,1840000000.0,1580000000.0,1780000000.0,1960000000.0,1950000000.0,1848000000.0,1693000000.0,1690000000.0,1412000000.0,1476000000.0,1612000000.0,1858000000.0,1832000000.0,1605000000.0,1936000000.0
ETH,Low income,Ethiopia,Merchandise imports (current US$),88000000.0,95000000.0,104000000.0,111000000.0,123000000.0,150000000.0,162000000.0,143000000.0,173000000.0,155000000.0,172000000.0,188000000.0,189000000.0,214000000.0,283000000.0,313000000.0,352000000.0,352000000.0,455000000.0,567000000.0,716000000.0,739000000.0,786000000.0,875000000.0,942000000.0,993000000.0,1102000000.0,1066000000.0,1129000000.0,943000000.0,1081000000.0,472000000.0,839000000.0,787000000.0,1033000000.0,1145000000.0,1401000000.0,1113000000.0,1517000000.0,1538000000.0,1260000000.0,1811000000.0,1594000000.0,2686000000.0,2874000000.0,4095000000.0,5207000000.0,5809000000.0,8277000000.0,7668000000.0,8602000000.0,8896000000.0,11913000000.0,12072000000.0,15357000000.0,16702000000.0,16429000000.0,15761000000.0,15305000000.0,14554000000.0,13115000000.0,15973000000.0
FRO,High income,Faroe Islands,Merchandise imports (current US$),,,,,,,,,,,,,,,,,,,,,223000000.0,214000000.0,192000000.0,238000000.0,262000000.0,248000000.0,336000000.0,513000000.0,478000000.0,346000000.0,338000000.0,303000000.0,334000000.0,219000000.0,242000000.0,315000000.0,370000000.0,358000000.0,387000000.0,470000000.0,533000000.0,500000000.0,494000000.0,738000000.0,628000000.0,743000000.0,790000000.0,1015837000.0,988076000.0,783440000.0,780024000.0,987201000.0,1153117000.0,1115200000.0,1072552426.58888,910313043.863418,979286416.929527,1096198681.39617,,,,
FJI,Upper middle income,Fiji,Merchandise imports (current US$),41000000.0,43000000.0,44000000.0,51000000.0,70000000.0,73000000.0,64000000.0,71000000.0,79000000.0,89000000.0,104000000.0,129000000.0,159000000.0,222000000.0,273000000.0,268000000.0,264000000.0,307000000.0,355000000.0,470000000.0,562000000.0,631000000.0,509000000.0,484000000.0,450000000.0,442000000.0,435000000.0,379000000.0,462000000.0,581000000.0,754000000.0,652000000.0,630000000.0,720000000.0,842000000.0,892000000.0,987000000.0,965000000.0,722000000.0,903000000.0,830000000.0,886000000.0,901000000.0,1205000000.0,1446000000.0,1607000000.0,1804000000.0,1800000000.0,2264000000.0,1440000000.0,1808000000.0,2182000000.0,2253000000.0,2826000000.0,3250000000.0,2081000000.0,2316000000.0,2420000000.0,2720000000.0,2734000000.0,1731000000.0,2116000000.0
FIN,High income,Finland,Merchandise imports (current US$),1064000000.0,1154000000.0,1228000000.0,1208000000.0,1505000000.0,1646000000.0,1726000000.0,1676000000.0,1592000000.0,2025000000.0,2638000000.0,2807000000.0,3165000000.0,4341000000.0,6813000000.0,7628000000.0,7392000000.0,7608000000.0,7866000000.0,11398000000.0,15635000000.0,14192000000.0,13401000000.0,12826000000.0,12433000000.0,13232000000.0,15339000000.0,19634000000.0,21130000000.0,24436000000.0,27001000000.0,21809000000.0,21208000000.0,18034000000.0,23275000000.0,29470000000.0,31422000000.0,31611000000.0,32960000000.0,32114000000.0,34443000000.0,32639000000.0,34218000000.0,42513000000.0,51443000000.0,58766000000.0,69375000000.0,81704000000.0,91781000000.0,60889000000.0,68803000000.0,84264000000.0,76468000000.0,77570000000.0,76765000000.0,60430000000.0,60841000000.0,70586000000.0,78624000000.0,73716000000.0,68268000000.0,85975000000.0
FRA,High income,France,Merchandise imports (current US$),6282000000.0,6683000000.0,7378000000.0,8744000000.0,10101000000.0,10384000000.0,11859000000.0,12443000000.0,14019000000.0,17371000000.0,19131000000.0,21336000000.0,26999000000.0,37738000000.0,52918000000.0,53947000000.0,64082000000.0,70637000000.0,81788000000.0,107009000000.0,134866000000.0,120953000000.0,115714000000.0,105907000000.0,104362000000.0,108251000000.0,129401000000.0,158476000000.0,178857000000.0,192986000000.0,234436000000.0,231784000000.0,239638000000.0,217351000000.0,246001000000.0,289391000000.0,294560000000.0,285027000000.0,307771000000.0,315748000000.0,338940000000.0,328608000000.0,329262000000.0,398840000000.0,470945000000.0,504124000000.0,541919000000.0,630861000000.0,716795000000.0,560873000000.0,611070000000.0,720028000000.0,674415000000.0,681467000000.0,676617000000.0,570758000000.0,567657000000.0,619334000000.0,676441000000.0,654658000000.0,581297000000.0,714102000000.0
PYF,High income,French Polynesia,Merchandise imports (current US$),18000000.0,23000000.0,25000000.0,32000000.0,71000000.0,107000000.0,167000000.0,114000000.0,174000000.0,109000000.0,135000000.0,140000000.0,156000000.0,211000000.0,287000000.0,286000000.0,296000000.0,327000000.0,403000000.0,476000000.0,547000000.0,546000000.0,520000000.0,534000000.0,539000000.0,549000000.0,738000000.0,829000000.0,808000000.0,790000000.0,930000000.0,913000000.0,892000000.0,842000000.0,870000000.0,1005000000.0,1020000000.0,935000000.0,1018000000.0,926000000.0,971000000.0,1057000000.0,1292000000.0,1585000000.0,1500000000.0,1723000000.0,1656000000.0,1863000000.0,2169000000.0,1717000000.0,1726000000.0,1796000000.0,1705000000.0,1801000000.0,1765000000.0,1527000000.0,1491000000.0,1637000000.0,2232000000.0,2103000000.0,1701000000.0,1985000000.0
